thick,2.6979060905385075
large,3.2489382134628495
everyday,4.171264673415708
seems,3.257904960906482
maybe,2.5959955289062715
curly,3.4579744547389737
wish,2.70837097500085
long,3.290530080813904
found,4.361257145454964
goes,3.3753942120414124
wanted,2.1700581931916854
even,2.6313449620120064
thin,3.025100180008666
lasting,3.902806011567896
pretty,3.667059653625395
gelish,3.7860438999222774
bad,2.031383503984454
disappointing,1.746414647019496
sensitive,2.9894574984015208
clear,3.156306042084792
right,3.0246063692342204
expensive,3.0238672827277644
white,2.231630478353851
ok,2.874398403907631
not see,2.332763850372937
loved,2.9145856293713983
hot,2.785563198823123
actually,3.5038187138236254
loves,4.716695683973701
used,3.104070116655506
nail,3.348756503672568
helped,4.087729007072848
pleasant,3.9145789201081302
fast,3.1147635920970713
light,3.345123931236887
easy,4.149305618004643
horrible,1.3373470756743722
younger,4.103818138867486
well,3.476431932808034
not bad,3.2831826978706204
fantastic,4.590961440995345
silky,3.955120024764946
work,3.1784252222261817
not buy,1.6582802917227117
super,3.390581224180793
nice,3.785533709342171
glad,3.864645911623868
comfortable,4.071451203885981
useful,4.113556287297072
deep,3.7161674971734486
dark,2.4191930979787424
're,3.1728508909371946
feels,3.622111185621378
surprised,3.939224877563745
careful,2.853332118749024
especially,3.4550414075371374
polish,2.955184549807545
organic,3.3877558388024727
soft,3.7211190288949996
old,2.5104986341808138
smooth,4.006075435425976
looking,3.2286370672196996
gets,3.304976524527632
never,2.32876198364308
using,2.868161743419367
impressive,4.441060600375043
use,3.3690864560490716
perfect,4.4541802334681275
ever,3.3201776930832607
classic,3.6328342243223632
know,3.2056657487744986
not get,1.9985531820499427
wonderful,4.470193496599062
give,2.7549273999882837
else,2.668594765796994
flat,3.2743000036708967
keep,3.580914789315224
needs,3.2088568070294174
highly,3.568962430312647
terrible,1.5077037304472514
average,2.8129174998999007
thought,3.0250118536815407
makes,3.0587752942964808
exactly,3.6928204855129354
loving,4.856164936469753
strong,2.711468199513923
already,3.6359366998924125
better,3.193214680350499
first,2.7154477425486934
natural,3.785275156271445
saved,4.146712174806796
new,3.305477758861249
've,3.6066067859703357
heavy,2.5604389381034482
gentle,3.9018050098812225
not do,1.8173276092724244
second,3.0304437510766595
shiny,3.3600434232669754
working,3.101165696796485
needed,3.4886499555515513
truly,3.623040787621734
leaves,2.5931004721373494
